Timestamp,Index
17454,6886
17456,6887
17459,6888
17461,6889
17464,6890
17466,6891
17468,6892
17471,6893
17473,6894
17476,6895
17478,6896
17481,6897
17483,6898
17486,6899
17488,6900
17491,6901
17493,6902
17496,6903
17498,6904
17501,6905
17503,6906
17506,6907
17508,6908
17511,6909
17513,6910
17516,6911
17518,6912
17521,6913
17523,6914
17526,6915
17528,6916
17531,6917
17533,6918
17536,6919
17538,6920
17541,6921
17543,6922
17546,6923
17548,6924
17551,6925
17553,6926
17556,6927
17558,6928
17561,6929
17563,6930
17566,6931
17568,6932
17571,6933
17573,6934
17576,6935
17578,6936
17581,6937
17583,6938
17586,6939
17588,6940
17591,6941
17593,6942
17595,6943
17600,6945
17603,6946
17605,6947
17608,6948
17610,6949
17613,6950
17615,6951
17618,6952
17620,6953
17623,6954
17625,6955
17628,6956
17630,6957
17633,6958
17635,6959
17638,6960
17640,6961
17643,6962
17645,6963
17648,6964
17650,6965
17653,6966
17655,6967
17658,6968
17660,6969
17663,6970
17665,6971
17668,6972
17670,6973
17673,6974
17675,6975
17678,6976
17680,6977
17683,6978
17685,6979
17688,6980
17690,6981
17693,6982
17695,6983
17698,6984
17700,6985
17703,6986
17705,6987
17708,6988
17710,6989
17713,6990
17715,6991
17717,6992
17720,6993
17722,6994
17725,6995
17727,6996
17730,6997
17732,6998
17735,6999
17737,7000
17740,7001
17742,7002
17745,7003
17747,7004
17750,7005
17752,7006
17755,7007
17757,7008
17760,7009
17762,7010
17765,7011
17767,7012
17770,7013
17772,7014
17775,7015
17777,7016
17780,7017
17782,7018
17785,7019
17787,7020
17790,7021
17792,7022
17795,7023
17797,7024
17800,7025
17802,7026
17805,7027
17807,7028
17810,7029
17812,7030
17815,7031
17817,7032
17820,7033
17822,7034
17825,7035
17827,7036
17830,7037
17832,7038
17835,7039
17837,7040
17840,7041
17842,7042
17844,7043
17847,7044
17849,7045
17852,7046
17854,7047
17857,7048
17859,7049
17862,7050
17864,7051
17867,7052
17869,7053
17872,7054
17874,7055
17877,7056
17879,7057
17882,7058
17884,7059
17887,7060
17889,7061
17892,7062
17894,7063
17897,7064
17899,7065
17902,7066
17904,7067
17907,7068
17909,7069
17912,7070
17914,7071
17917,7072
17919,7073
17922,7074
17924,7075
17927,7076
17929,7077
17932,7078
17934,7079
17937,7080
17939,7081
17942,7082
17944,7083
17947,7084
17949,7085
17952,7086
17954,7087
17957,7088
17959,7089
17962,7090
17964,7091
17966,7092
17969,7093
17971,7094
17974,7095
17976,7096
17979,7097
17981,7098
17984,7099
17986,7100
17989,7101
17991,7102
17994,7103
17996,7104
17999,7105
18001,7106
18004,7107
18006,7108
18009,7109
18011,7110
18014,7111
18016,7112
18019,7113
18021,7114
18024,7115
18026,7116
18029,7117
18031,7118
18034,7119
18036,7120
18039,7121
18041,7122
18044,7123
18046,7124
18049,7125
18051,7126
18054,7127
18056,7128
18059,7129
18061,7130
18064,7131
18066,7132
18069,7133
18071,7134
18074,7135
18076,7136
18079,7137
18081,7138
18084,7139
18086,7140
18089,7141
18091,7142
18093,7143
18096,7144
18098,7145
18101,7146
18103,7147
18106,7148
18108,7149
18111,7150
18113,7151
18116,7152
18118,7153
18121,7154
18123,7155
18126,7156
18128,7157
18131,7158
18133,7159
18136,7160
18138,7161
18141,7162
18143,7163
18146,7164
18148,7165
18151,7166
18153,7167
18156,7168
18158,7169
18161,7170
18163,7171
18166,7172
18168,7173
18171,7174
18173,7175
18176,7176
18178,7177
18181,7178
18183,7179
18186,7180
18188,7181
18193,7183
18196,7184
18198,7185
18201,7186
18203,7187
18211,7190
18213,7191
18215,7192
18220,7194
18225,7196
18524,7316
18527,7317
18537,7321
18539,7322
18542,7323
18547,7325
18549,7326
18554,7328
18557,7329
18559,7330
18564,7332
18567,7333
18569,7334
18572,7335
18577,7337
18582,7339
18584,7340
18587,7341
18589,7342
18591,7343
18594,7344
18599,7346
18601,7347
18604,7348
18606,7349
18609,7350
18611,7351
18614,7352
18616,7353
18619,7354
18621,7355
18624,7356
18626,7357
18629,7358
18631,7359
18634,7360
18636,7361
18639,7362
18641,7363
18644,7364
18646,7365
18649,7366
18651,7367
18654,7368
18656,7369
18659,7370
18661,7371
18664,7372
18666,7373
18669,7374
18671,7375
18674,7376
18676,7377
18679,7378
18681,7379
18686,7381
18696,7385
18699,7386
18701,7387
18704,7388
18706,7389
18709,7390
