15:46:15,Timestamp,Index,DataRate,PowerLevel
15:46:19,1061,1,250,3
15:46:19,1063,2,250,3
15:46:19,1066,3,250,3
15:46:19,1068,4,250,3
15:46:19,1071,5,250,3
15:46:19,1074,6,250,3
15:46:19,1076,7,250,3
15:46:19,1079,8,250,3
15:46:19,1081,9,250,3
15:46:19,1084,10,250,3
15:46:19,1086,11,250,3
15:46:19,1089,12,250,3
15:46:19,1091,13,250,3
15:46:19,1094,14,250,3
15:46:19,1096,15,250,3
15:46:19,1099,16,250,3
15:46:19,1101,17,250,3
15:46:19,1104,18,250,3
15:46:20,1106,19,250,3
15:46:20,1109,20,250,3
15:46:20,1111,21,250,3
15:46:20,1114,22,250,3
15:46:20,1116,23,250,3
15:46:20,1119,24,250,3
15:46:20,1121,25,250,3
15:46:20,1124,26,250,3
15:46:20,1126,27,250,3
15:46:20,1129,28,250,3
15:46:20,1131,29,250,3
15:46:20,1134,30,250,3
15:46:20,1136,31,250,3
15:46:20,1139,32,250,3
15:46:20,1141,33,250,3
15:46:20,1144,34,250,3
15:46:20,1146,35,250,3
15:46:20,1149,36,250,3
15:46:20,1151,37,250,3
15:46:20,1154,38,250,3
15:46:20,1156,39,250,3
15:46:20,1159,40,250,3
15:46:20,1162,41,250,3
15:46:20,1164,42,250,3
15:46:20,1167,43,250,3
15:46:20,1169,44,250,3
15:46:20,1172,45,250,3
15:46:20,1174,46,250,3
15:46:20,1177,47,250,3
15:46:20,1179,48,250,3
15:46:20,1182,49,250,3
15:46:20,1184,50,250,3
15:46:20,1187,51,250,3
15:46:20,1189,52,250,3
15:46:20,1192,53,250,3
15:46:20,1194,54,250,3
15:46:20,1197,55,250,3
15:46:20,1199,56,250,3
15:46:20,1202,57,250,3
15:46:20,1204,58,250,3
15:46:20,1207,59,250,3
15:46:20,1209,60,250,3
15:46:20,1212,61,250,3
15:46:20,1214,62,250,3
15:46:20,1217,63,250,3
15:46:20,1219,64,250,3
15:46:20,1222,65,250,3
15:46:20,1224,66,250,3
15:46:20,1227,67,250,3
15:46:20,1229,68,250,3
15:46:20,1232,69,250,3
15:46:20,1234,70,250,3
15:46:20,1237,71,250,3
15:46:20,1239,72,250,3
15:46:20,1242,73,250,3
15:46:20,1245,74,250,3
15:46:20,1247,75,250,3
15:46:20,1250,76,250,3
15:46:20,1252,77,250,3
15:46:20,1255,78,250,3
15:46:20,1257,79,250,3
15:46:20,1260,80,250,3
15:46:20,1262,81,250,3
15:46:20,1265,82,250,3
15:46:20,1267,83,250,3
15:46:20,1270,84,250,3
15:46:20,1272,85,250,3
15:46:20,1275,86,250,3
15:46:20,1277,87,250,3
15:46:20,1280,88,250,3
