Index,Timestamp,Millis,Indicator
1,17:22:58,310,1
2,17:22:58,312,1
3,17:22:58,315,1
4,17:22:58,317,1
5,17:22:58,320,1
6,17:22:58,322,1
7,17:22:58,325,1
8,17:22:58,327,1
9,17:22:58,330,1
10,17:22:58,332,1
11,17:22:58,335,1
12,17:22:58,337,1
13,17:22:58,340,1
14,17:22:58,342,1
15,17:22:58,345,1
16,17:22:58,347,1
17,17:22:58,350,1
18,17:22:58,352,1
19,17:22:58,355,1
20,17:22:58,357,1
21,17:22:58,360,1
22,17:22:58,362,1
23,17:22:58,365,1
24,17:22:58,367,1
25,17:22:58,370,1
26,17:22:58,372,1
27,17:22:58,375,1
28,17:22:58,377,1
29,17:22:58,380,1
30,17:22:58,382,1
31,17:22:58,385,1
32,17:22:58,387,1
33,17:22:58,390,1
34,17:22:58,392,1
35,17:22:58,395,1
36,17:22:58,397,1
37,17:22:58,400,1
38,17:22:58,402,1
39,17:22:58,405,1
40,17:22:58,407,1
41,17:22:58,410,1
42,17:22:58,412,1
43,17:22:58,414,1
44,17:22:58,417,1
45,17:22:58,419,1
46,17:22:58,422,1
47,17:22:58,424,1
48,17:22:58,427,1
49,17:22:58,429,1
50,17:22:58,432,1
51,17:22:58,434,1
52,17:22:58,437,1
53,17:22:58,439,1
54,17:22:58,442,1
55,17:22:58,444,1
56,17:22:58,447,1
57,17:22:58,449,1
58,17:22:58,452,1
59,17:22:58,454,1
60,17:22:58,457,1
61,17:22:58,459,1
62,17:22:58,462,1
63,17:22:58,464,1
64,17:22:58,467,1
65,17:22:58,469,1
66,17:22:58,472,1
67,17:22:58,474,1
68,17:22:58,477,1
69,17:22:58,479,1
70,17:22:58,482,1
71,17:22:58,484,1
72,17:22:58,487,1
73,17:22:58,489,1
74,17:22:58,492,1
75,17:22:58,494,1
76,17:22:58,497,1
77,17:22:58,499,1
78,17:22:58,502,1
79,17:22:58,504,1
80,17:22:58,507,1
81,17:22:58,509,1
82,17:22:58,512,1
83,17:22:58,514,1
84,17:22:58,517,1
85,17:22:58,519,1
86,17:22:58,522,1
87,17:22:58,524,1
88,17:22:58,527,1
89,17:22:58,529,1
90,17:22:58,532,1
91,17:22:58,534,1
92,17:22:58,536,1
93,17:22:58,539,1
94,17:22:58,541,1
95,17:22:58,544,1
96,17:22:58,546,1
97,17:22:58,549,1
98,17:22:58,551,1
99,17:22:58,554,1
100,17:22:58,556,1
101,17:22:58,559,1
102,17:22:58,561,1
103,17:22:58,564,1
104,17:22:58,566,1
105,17:22:59,569,1
106,17:22:59,571,1
107,17:22:59,574,1
108,17:22:59,576,1
109,17:22:59,579,1
110,17:22:59,581,1
111,17:22:59,584,1
112,17:22:59,586,1
113,17:22:59,589,1
114,17:22:59,591,1
115,17:22:59,594,1
116,17:22:59,596,1
117,17:22:59,599,1
118,17:22:59,601,1
119,17:22:59,604,1
120,17:22:59,606,1
121,17:22:59,609,1
122,17:22:59,611,1
123,17:22:59,614,1
124,17:22:59,616,1
125,17:22:59,619,1
126,17:22:59,621,1
127,17:22:59,624,1
128,17:22:59,626,1
129,17:22:59,629,1
130,17:22:59,631,1
131,17:22:59,634,1
132,17:22:59,636,1
133,17:22:59,639,1
134,17:22:59,641,1
135,17:22:59,644,1
136,17:22:59,646,1
137,17:22:59,649,1
138,17:22:59,651,1
139,17:22:59,654,1
140,17:22:59,656,1
141,17:22:59,659,1
142,17:22:59,661,1
143,17:22:59,663,1
144,17:22:59,666,1
145,17:22:59,668,1
146,17:22:59,671,1
147,17:22:59,673,1
148,17:22:59,676,1
149,17:22:59,678,1
150,17:22:59,681,1
151,17:22:59,683,1
152,17:22:59,686,1
153,17:22:59,688,1
154,17:22:59,691,1
155,17:22:59,693,1
156,17:22:59,696,1
157,17:22:59,698,1
158,17:22:59,701,1
159,17:22:59,703,1
160,17:22:59,706,1
161,17:22:59,708,1
162,17:22:59,711,1
163,17:22:59,713,1
164,17:22:59,716,1
165,17:22:59,718,1
166,17:22:59,721,1
167,17:22:59,723,1
168,17:22:59,726,1
169,17:22:59,728,1
170,17:22:59,731,1
171,17:22:59,733,1
172,17:22:59,736,1
173,17:22:59,738,1
174,17:22:59,741,1
175,17:22:59,743,1
176,17:22:59,746,1
177,17:22:59,748,1
178,17:22:59,751,1
179,17:22:59,753,1
180,17:22:59,756,1
181,17:22:59,758,1
182,17:22:59,761,1
183,17:22:59,763,1
184,17:22:59,766,1
185,17:22:59,768,1
186,17:22:59,771,1
187,17:22:59,773,1
188,17:22:59,776,1
189,17:22:59,778,1
190,17:22:59,781,1
191,17:22:59,783,1
192,17:22:59,785,1
193,17:22:59,788,1
194,17:22:59,790,1
195,17:22:59,793,1
196,17:22:59,795,1
197,17:22:59,798,1
198,17:22:59,800,1
199,17:22:59,803,1
200,17:22:59,805,1
201,17:22:59,808,1
202,17:22:59,810,1
203,17:22:59,813,1
204,17:22:59,815,1
205,17:22:59,818,1
206,17:22:59,820,1
207,17:22:59,823,1
208,17:22:59,825,1
209,17:22:59,828,1
210,17:22:59,830,1
211,17:22:59,833,1
212,17:22:59,835,1
213,17:22:59,838,1
214,17:22:59,840,1
215,17:22:59,843,1
216,17:22:59,845,1
217,17:22:59,848,1
218,17:22:59,850,1
219,17:22:59,853,1
220,17:22:59,855,1
221,17:22:59,858,1
222,17:22:59,860,1
223,17:22:59,863,1
224,17:22:59,865,1
225,17:22:59,868,1
226,17:22:59,870,1
227,17:22:59,873,1
228,17:22:59,875,1
229,17:22:59,878,1
230,17:22:59,880,1
231,17:22:59,883,1
232,17:22:59,885,1
233,17:22:59,888,1
234,17:22:59,890,1
235,17:22:59,893,1
236,17:22:59,895,1
237,17:22:59,898,1
238,17:22:59,900,1
239,17:22:59,903,1
240,17:22:59,905,1
241,17:22:59,908,1
242,17:22:59,910,1
243,17:22:59,912,1
244,17:22:59,915,1
245,17:22:59,917,1
246,17:22:59,920,1
247,17:22:59,922,1
248,17:22:59,925,1
249,17:22:59,927,1
250,17:22:59,930,1
251,17:22:59,932,1
252,17:22:59,935,1
253,17:22:59,937,1
254,17:22:59,940,1
255,17:22:59,942,1
256,17:22:59,945,1
257,17:22:59,947,1
258,17:22:59,950,1
259,17:22:59,952,1
260,17:22:59,955,1
261,17:22:59,957,1
262,17:22:59,960,1
263,17:22:59,962,1
264,17:22:59,965,1
265,17:22:59,967,1
266,17:22:59,970,1
267,17:22:59,972,1
268,17:22:59,975,1
269,17:22:59,977,1
270,17:22:59,980,1
271,17:22:59,982,1
272,17:22:59,985,1
273,17:22:59,987,1
274,17:22:59,990,1
275,17:22:59,992,1
276,17:22:59,995,1
277,17:22:59,997,1
278,17:22:59,1000,1
279,17:22:59,1002,1
280,17:22:59,1005,1
281,17:22:59,1007,1
282,17:22:59,1010,1
283,17:22:59,1012,1
284,17:22:59,1015,1
285,17:22:59,1017,1
286,17:22:59,1020,1
287,17:22:59,1022,1
288,17:22:59,1025,1
289,17:22:59,1027,1
290,17:22:59,1030,1
291,17:22:59,1032,1
292,17:22:59,1034,1
293,17:22:59,1037,1
294,17:22:59,1039,1
295,17:22:59,1042,1
296,17:22:59,1044,1
297,17:22:59,1047,1
298,17:22:59,1049,1
299,17:22:59,1052,1
300,17:22:59,1054,1
301,17:22:59,1057,1
302,17:22:59,1059,1
303,17:22:59,1062,1
304,17:22:59,1064,1
305,17:22:59,1067,1
306,17:22:59,1069,1
307,17:22:59,1072,1
308,17:22:59,1074,1
309,17:22:59,1077,1
310,17:22:59,1079,1
311,17:22:59,1082,1
312,17:22:59,1084,1
313,17:22:59,1087,1
314,17:22:59,1089,1
315,17:22:59,1092,1
316,17:22:59,1094,1
317,17:22:59,1097,1
318,17:22:59,1099,1
319,17:22:59,1102,1
320,17:22:59,1104,1
321,17:22:59,1107,1
322,17:22:59,1109,1
323,17:22:59,1112,1
324,17:22:59,1114,1
325,17:22:59,1117,1
326,17:22:59,1119,1
327,17:22:59,1122,1
328,17:22:59,1124,1
329,17:22:59,1127,1
330,17:22:59,1129,1
331,17:22:59,1132,1
332,17:22:59,1134,1
333,17:22:59,1137,1
334,17:22:59,1139,1
335,17:22:59,1142,1
336,17:22:59,1144,1
337,17:22:59,1147,1
338,17:22:59,1149,1
339,17:22:59,1152,1
340,17:22:59,1154,1
341,17:22:59,1157,1
342,17:22:59,1159,1
343,17:22:59,1161,1
344,17:22:59,1164,1
345,17:22:59,1166,1
346,17:22:59,1169,1
347,17:22:59,1171,1
348,17:22:59,1174,1
349,17:22:59,1176,1
350,17:22:59,1179,1
351,17:22:59,1181,1
352,17:22:59,1184,1
353,17:22:59,1186,1
354,17:22:59,1189,1
355,17:22:59,1191,1
356,17:22:59,1194,1
357,17:22:59,1196,1
358,17:22:59,1199,1
359,17:22:59,1201,1
360,17:22:59,1204,1
361,17:22:59,1206,1
362,17:22:59,1209,1
363,17:22:59,1211,1
364,17:22:59,1214,1
365,17:22:59,1216,1
366,17:22:59,1219,1
367,17:22:59,1221,1
368,17:22:59,1224,1
369,17:22:59,1226,1
370,17:22:59,1229,1
371,17:22:59,1231,1
372,17:22:59,1234,1
373,17:22:59,1236,1
374,17:22:59,1239,1
375,17:22:59,1241,1
376,17:22:59,1244,1
377,17:22:59,1246,1
378,17:22:59,1249,1
379,17:22:59,1251,1
380,17:22:59,1254,1
381,17:22:59,1256,1
382,17:22:59,1259,1
383,17:22:59,1261,1
384,17:22:59,1264,1
385,17:22:59,1266,1
386,17:22:59,1269,1
387,17:22:59,1271,1
388,17:22:59,1274,1
389,17:22:59,1276,1
390,17:22:59,1279,1
391,17:22:59,1281,1
392,17:22:59,1283,1
393,17:22:59,1286,1
394,17:22:59,1288,1
395,17:22:59,1291,1
396,17:22:59,1293,1
397,17:22:59,1296,1
398,17:22:59,1298,1
399,17:22:59,1301,1
400,17:22:59,1303,1
401,17:22:59,1306,1
402,17:22:59,1308,1
403,17:22:59,1311,1
404,17:22:59,1313,1
405,17:22:59,1316,1
406,17:22:59,1318,1
407,17:22:59,1321,1
408,17:22:59,1323,1
409,17:22:59,1326,1
410,17:22:59,1328,1
411,17:22:59,1331,1
412,17:22:59,1333,1
413,17:22:59,1336,1
414,17:22:59,1338,1
415,17:22:59,1341,1
416,17:22:59,1343,1
417,17:22:59,1346,1
418,17:22:59,1348,1
419,17:22:59,1351,1
420,17:22:59,1353,1
421,17:22:59,1356,1
422,17:22:59,1358,1
423,17:22:59,1361,1
424,17:22:59,1363,1
425,17:22:59,1366,1
426,17:22:59,1368,1
427,17:22:59,1371,1
428,17:22:59,1373,1
429,17:22:59,1376,1
430,17:22:59,1378,1
431,17:22:59,1381,1
432,17:22:59,1383,1
433,17:22:59,1386,1
434,17:22:59,1388,1
435,17:22:59,1391,1
436,17:22:59,1393,1
437,17:22:59,1396,1
438,17:22:59,1398,1
439,17:22:59,1401,1
440,17:22:59,1403,1
441,17:22:59,1406,1
442,17:22:59,1408,1
443,17:22:59,1410,1
444,17:22:59,1413,1
445,17:22:59,1415,1
446,17:22:59,1418,1
447,17:22:59,1420,1
448,17:22:59,1423,1
449,17:22:59,1425,1
450,17:22:59,1428,1
451,17:22:59,1430,1
452,17:22:59,1433,1
453,17:22:59,1435,1
454,17:22:59,1438,1
455,17:22:59,1440,1
456,17:22:59,1443,1
457,17:22:59,1445,1
458,17:22:59,1448,1
459,17:22:59,1450,1
460,17:22:59,1453,1
461,17:22:59,1455,1
462,17:22:59,1458,1
463,17:22:59,1460,1
464,17:22:59,1463,1
465,17:22:59,1465,1
466,17:22:59,1468,1
467,17:22:59,1470,1
468,17:22:59,1473,1
469,17:22:59,1475,1
470,17:22:59,1478,1
471,17:22:59,1480,1
472,17:22:59,1483,1
473,17:22:59,1485,1
474,17:22:59,1488,1
475,17:22:59,1490,1
476,17:22:59,1493,1
477,17:22:59,1495,1
478,17:22:59,1498,1
479,17:22:59,1500,1
480,17:22:59,1503,1
481,17:22:59,1505,1
482,17:22:59,1508,1
483,17:22:59,1510,1
484,17:22:59,1513,1
485,17:22:59,1515,1
486,17:22:59,1518,1
487,17:22:59,1520,1
488,17:22:59,1523,1
489,17:22:59,1525,1
490,17:22:59,1528,1
491,17:22:59,1530,1
492,17:22:59,1532,1
493,17:22:59,1535,1
494,17:22:59,1537,1
495,17:22:59,1540,1
496,17:22:59,1542,1
497,17:22:59,1545,1
